808000:	18      	CLC 
81DA4B:	8E0208  	STX $0802
81DA4E:	A20605  	LDX #$0506
81DA51:	8E0408  	STX $0804
81DA54:	A20020  	LDX #$2000
81DA57:	8E0008  	STX $0800
81DA5A:	A903    	LDA #$03
81DA5C:	8D0608  	STA $0806
81DA5F:	9C0808  	STZ $0808
81DA62:	60      	RTS

#####TRANSFER COLOR, HDMA#######
81DC29:	8B      	PHB 
81DC2A:	C220    	REP #$20
81DC2C:	A25B9D  	LDX #$9D5B
81DC2F:	A01008  	LDY #$0810
81DC32:	A90900  	LDA #$0009
81DC35:	540000  	MVN $00,$00
81DC38:	A21BA6  	LDX #$A61B
81DC3B:	A03008  	LDY #$0830
81DC3E:	A90F00  	LDA #$000F
81DC41:	540000  	MVN $00,$00
81DC44:	A22BA6  	LDX #$A62B
81DC47:	A04008  	LDY #$0840
81DC4A:	A90C00  	LDA #$000C
81DC4D:	540000  	MVN $00,$00
81DC50:	E220    	SEP #$20
81DC52:	0B      	PHD 
81DC53:	F40043  	PEA $4300
81DC56:	2B      	PLD 
81DC57:	A20210  	LDX #$1002
81DC5A:	8600    	STX $00
81DC5C:	A21008  	LDX #$0810
81DC5F:	8602    	STX $02
81DC61:	6404    	STZ $04
81DC63:	6407    	STZ $07
81DC65:	A2020F  	LDX #$0F02
81DC68:	8610    	STX $10
81DC6A:	A23008  	LDX #$0830
81DC6D:	8612    	STX $12
81DC6F:	6414    	STZ $14
81DC71:	6417    	STZ $17
81DC73:	A2420D  	LDX #$0D42
81DC76:	8620    	STX $20
81DC78:	A24008  	LDX #$0840
81DC7B:	8622    	STX $22
81DC7D:	6424    	STZ $24
81DC7F:	6427    	STZ $27
81DC81:	2B      	PLD 
81DC82:	AB      	PLB 
81DC83:	60      	RTS

#######Kumoyuki##########
81DC84:	CE0908  	DEC $0809
81DC87:	1008    	BPL $DC91
81DC89:	A901    	LDA #$01
81DC8B:	8D0908  	STA $0809
81DC8E:	CE3408  	DEC $0834
81DC91:	CE0A08  	DEC $080A
81DC94:	1008    	BPL $DC9E
81DC96:	A903    	LDA #$03
81DC98:	8D0A08  	STA $080A
81DC9B:	CE3708  	DEC $0837
81DC9E:	CE0B08  	DEC $080B
81DCA1:	1008    	BPL $DCAB
81DCA3:	A905    	LDA #$05
81DCA5:	8D0B08  	STA $080B
81DCA8:	CE3A08  	DEC $083A
81DCAB:	60      	RTS

########ANKOKU#########
81DCAC:	A900    	LDA #$00
81DCAE:	EB      	XBA 
81DCAF:	AD2008  	LDA $0820
81DCB2:	0A      	ASL
81DCB3:	AA      	TAX 
81DCB4:	7CB7DC  	JMP ($DCB7,x)
81DCB7:
	dw $DCBF, $DCC3, $DD1C, $DD33
81DCBF:	2039DD  	JSR $DD39
81DCC2:	60      	RTS
 
81DCC3:	2039DD  	JSR $DD39
81DCC6:	CE2108  	DEC $0821
81DCC9:	104E    	BPL $DD19
81DCCB:	A902    	LDA #$02
81DCCD:	8D2108  	STA $0821
81DCD0:	A2DBA5  	LDX #$A5DB
81DCD3:	A0AE00  	LDY #$00AE
81DCD6:	8EFC06  	STX $06FC
81DCD9:	8CFE06  	STY $06FE
81DCDC:	22718282	JSR $828271
81DCE0:	9005    	BCC $DCE7
81DCE2:	A901    	LDA #$01
81DCE4:	0C2208  	TSB $0822
81DCE7:	A2FBA5  	LDX #$A5FB
81DCEA:	A0CE00  	LDY #$00CE
81DCED:	8EFC06  	STX $06FC
81DCF0:	8CFE06  	STY $06FE
81DCF3:	22718282	JSR $828271
81DCF7:	9005    	BCC $DCFE
81DCF9:	A902    	LDA #$02
81DCFB:	0C2208  	TSB $0822
81DCFE:	AD2208  	LDA $0822
81DD01:	C903    	CMP #$03
81DD03:	D014    	BNE $DD19
81DD05:	A2BBA5  	LDX #$A5BB
81DD08:	A0EE00  	LDY #$00EE
81DD0B:	8EFC06  	STX $06FC
81DD0E:	8CFE06  	STY $06FE
81DD11:	A920    	LDA #$20
81DD13:	8D2108  	STA $0821
81DD16:	EE2008  	INC $0820
81DD19:	4CC2DC  	JMP $DCC2

81DD1C:	2039DD  	JSR $DD39
81DD1F:	CE2108  	DEC $0821
81DD22:	100E    	BPL $DD32
81DD24:	A904    	LDA #$04
81DD26:	8D2108  	STA $0821
81DD29:	22718282	JSR $828271
81DD2D:	9003    	BCC $DD32
81DD2F:	EE2008  	INC $0820
81DD32:	60      	RTS
 
81DD33:	2039DD  	JSR $DD39
81DD36:	4CC2DC  	JMP $DCC2
81DD39:	CE2308  	DEC $0823
81DD3C:	101C    	BPL $DD5A
81DD3E:	A901    	LDA #$01
81DD40:	8D2308  	STA $0823
81DD43:	C220    	REP #$20
81DD45:	AD4408  	LDA $0844
81DD48:	3A      	DEC A
81DD49:	3A      	DEC A
81DD4A:	C938A6  	CMP #$A638
81DD4D:	B003    	BCS $DD52
81DD4F:	A97EA6  	LDA #$A67E
81DD52:	8D4408  	STA $0844
81DD55:	8D4708  	STA $0847
81DD58:	E220    	SEP #$20
81DD5A:	60      	RTS

######HIMITSU#########
81DD98:	A900    	LDA #$00
81DD9A:	8D0021  	STA $2100
81DD9D:	9CF00F  	STZ $0FF0
81DDA0:	9CF10F  	STZ $0FF1
81DDA3:	9C2008  	STZ $0820
81DDA6:	A901    	LDA #$01
81DDA8:	8D4D00  	STA $004D
81DDAB:	9CDC06  	STZ $06DC
81DDAE:	9C4100  	STZ $0041
81DDB1:	AD4100  	LDA $0041
81DDB4:	F0FB    	BEQ $DDB1
81DDB6:	20EEDE  	JSR $DEEE	dma bg2map
81DDB9:	205EE1  	JSR $E15E
81DDBC:	A900    	LDA #$00
81DDBE:	EB      	XBA 
81DDBF:	ADDC06  	LDA $06DC
81DDC2:	0A      	ASL
81DDC3:	AA      	TAX 
81DDC4:	7CC7DD  	JMP ($DDC7,x)
81DDC7:
	dw $DDD1, $DDF5, $DE06, $DE30
	dw $DE5E
81DDD1:	CEF00F  	DEC $0FF0
81DDD4:	101C    	BPL $DDF2
81DDD6:	A903    	LDA #$03
81DDD8:	8DF00F  	STA $0FF0
81DDDB:	ADF10F  	LDA $0FF1
81DDDE:	1A      	INC A
81DDDF:	C910    	CMP #$10
81DDE1:	F009    	BEQ $DDEC
81DDE3:	8DF10F  	STA $0FF1
81DDE6:	8F002100	STA $002100
81DDEA:	8006    	BRA $DDF2
81DDEC:	201DDF  	JSR $DF1D
81DDEF:	EEDC06  	INC $06DC
81DDF2:	4CAEDD  	JMP $DDAE

81DDF5:	200DB6  	JSR $B60D
81DDF8:	9009    	BCC $DE03
81DDFA:	9C2200  	STZ $0022
81DDFD:	9C2300  	STZ $0023
81DE00:	EEDC06  	INC $06DC
81DE03:	4CAEDD  	JMP $DDAE

81DE06:	229D8482	JSR $82849D
81DE0A:	AD2200  	LDA $0022
81DE0D:	2980    	AND #$80
81DE0F:	8D0000  	STA $0000
81DE12:	AD2300  	LDA $0023
81DE15:	2910    	AND #$10
81DE17:	0D0000  	ORA $0000
81DE1A:	F011    	BEQ $DE2D
81DE1C:	9CF00F  	STZ $0FF0
81DE1F:	A90F    	LDA #$0F
81DE21:	8DF10F  	STA $0FF1
81DE24:	A9F5    	LDA #$F5
81DE26:	22B88382	JSR $8283B8
81DE2A:	EEDC06  	INC $06DC
81DE2D:	4CAEDD  	JMP $DDAE

81DE30:	CEF00F  	DEC $0FF0
81DE33:	1026    	BPL $DE5B
81DE35:	A902    	LDA #$02
81DE37:	8DF00F  	STA $0FF0
81DE3A:	ADF10F  	LDA $0FF1
81DE3D:	3A      	DEC A
81DE3E:	3009    	BMI $DE49
81DE40:	8DF10F  	STA $0FF1
81DE43:	8F002100	STA $002100
81DE47:	8012    	BRA $DE5B
81DE49:	A9F6    	LDA #$F6
81DE4B:	22B88382	JSR $8283B8
81DE4F:	A980    	LDA #$80
81DE51:	8F002100	STA $002100
81DE55:	9C4D00  	STZ $004D
81DE58:	EEDC06  	INC $06DC
81DE5B:	4CAEDD  	JMP $DDAE

81DE5E:	9C4100  	STZ $0041
81DE61:	9C2200  	STZ $0022
81DE64:	9C2300  	STZ $0023
81DE67:	AB      	PLB 
81DE68:	6B      	RTL

####DMA HIMITSU BG2 MAP######
81DEEE:	8B      	PHB 
81DEEF:	F40000  	PEA $0000
81DEF2:	AB      	PLB 
81DEF3:	AB      	PLB 
81DEF4:	F40043  	PEA $4300
81DEF7:	2B      	PLD 
81DEF8:	A980    	LDA #$80
81DEFA:	8D1521  	STA $2115
81DEFD:	A20118  	LDX #$1801
81DF00:	8670    	STX $70
81DF02:	A20010  	LDX #$1000
81DF05:	A900    	LDA #$00
81DF07:	8672    	STX $72
81DF09:	8574    	STA $74
81DF0B:	A20034  	LDX #$3400
81DF0E:	8E1621  	STX $2116
81DF11:	A20008  	LDX #$0800
81DF14:	8675    	STX $75
81DF16:	A980    	LDA #$80
81DF18:	8D0B42  	STA $420B
81DF1B:	AB      	PLB 
81DF1C:	60      	RTS

#####HIMITSU TEXT POS#######
81DF1D:	A900    	LDA #$00
81DF1F:	EB      	XBA 
81DF20:	AD8A07  	LDA $078A
81DF23:	2903    	AND #$03
81DF25:	0A      	ASL
81DF26:	A8      	TAY 
81DF27:	8B      	PHB 
81DF28:	4B      	PHK 
81DF29:	AB      	PLB 
81DF2A:	BE46DF  	LDX $DF46,Y
81DF2D:	AB      	PLB 
81DF2E:	8E0208  	STX $0802
81DF31:	A20605  	LDX #$0506
81DF34:	8E0408  	STX $0804
81DF37:	A20020  	LDX #$2000
81DF3A:	8E0008  	STX $0800
81DF3D:	A903    	LDA #$03
81DF3F:	8D0608  	STA $0806
81DF42:	9C0808  	STZ $0808
81DF45:	60      	RTS

#######HIMITSU KUCHI PAKU#####
81E15E:	8B      	PHB 
81E15F:	F40000  	PEA $0000
81E162:	AB      	PLB 
81E163:	AB      	PLB 
81E164:	C220    	REP #$20
81E166:	A29807  	LDX #$0798
81E169:	A90400  	LDA #$0004
81E16C:	8D0000  	STA $0000
81E16F:	BD0000  	LDA $0000,x
81E172:	F022    	BEQ $E196
81E174:	DE0200  	DEC $0002,x
81E177:	1013    	BPL $E18C
81E179:	BD0400  	LDA $0004,x
81E17C:	29FF00  	AND #$00FF
81E17F:	0A      	ASL
81E180:	0A      	ASL
81E181:	0A      	ASL
81E182:	18      	CLC 
81E183:	7D0000  	ADC $0000,x
81E186:	A8      	TAY 
81E187:	209AE1  	JSR $E19A
81E18A:	B0ED    	BCS $E179
81E18C:	E8      	INX 
81E18D:	E8      	INX 
81E18E:	E8      	INX 
81E18F:	E8      	INX 
81E190:	E8      	INX 
81E191:	CE0000  	DEC $0000
81E194:	D0D9    	BNE $E16F
81E196:	E220    	SEP #$20
81E198:	AB      	PLB 
81E199:	60      	RTS

81E19A:	B90000  	LDA $0000,Y
81E19D:	C900FB  	CMP #$FB00
81E1A0:	9056    	BCC $E1F8
81E1A2:	C900FC  	CMP #$FC00
81E1A5:	B00A    	BCS $E1B1
81E1A7:	200AE2  	JSR $E20A
81E1AA:	E220    	SEP #$20
81E1AC:	FE0400  	INC $0004,x
81E1AF:	8043    	BRA $E1F4
81E1B1:	C900FD  	CMP #$FD00
81E1B4:	B009    	BCS $E1BF
81E1B6:	22098382	JSR $828309
81E1BA:	29FF01  	AND #$01FF
81E1BD:	800C    	BRA $E1CB
81E1BF:	C900FE  	CMP #$FE00
81E1C2:	B016    	BCS $E1DA
81E1C4:	22098382	JSR $828309
81E1C8:	29FF00  	AND #$00FF
81E1CB:	8D0200  	STA $0002
81E1CE:	B90000  	LDA $0000,Y
81E1D1:	29FF00  	AND #$00FF
81E1D4:	18      	CLC 
81E1D5:	6D0200  	ADC $0002
81E1D8:	8021    	BRA $E1FB
81E1DA:	C900FF  	CMP #$FF00
81E1DD:	E220    	SEP #$20
81E1DF:	B00D    	BCS $E1EE
81E1E1:	22098382	JSR $828309
81E1E5:	2901    	AND #$01
81E1E7:	D005    	BNE $E1EE
81E1E9:	FE0400  	INC $0004,x
81E1EC:	8006    	BRA $E1F4
81E1EE:	B90000  	LDA $0000,Y
81E1F1:	9D0400  	STA $0004,x
81E1F4:	C220    	REP #$20
81E1F6:	38      	SEC 
81E1F7:	60      	RTS

81E1F8:	B90000  	LDA $0000,Y
81E1FB:	9D0200  	STA $0002,x
81E1FE:	200AE2  	JSR $E20A
81E201:	E220    	SEP #$20
81E203:	FE0400  	INC $0004,x
81E206:	C220    	REP #$20
81E208:	18      	CLC 
81E209:	60      	RTS

81E20A:	DA      	PHX 
81E20B:	BE0400  	LDX $0004,Y
81E20E:	B90200  	LDA $0002,Y
81E211:	8D0200  	STA $0002
81E214:	B90700  	LDA $0007,Y
81E217:	29FF00  	AND #$00FF
81E21A:	8D0400  	STA $0004
81E21D:	B90600  	LDA $0006,Y
81E220:	29FF00  	AND #$00FF
81E223:	8D0600  	STA $0006
81E226:	8B      	PHB 
81E227:	F47E7E  	PEA $7E7E
81E22A:	AB      	PLB 
81E22B:	AB      	PLB 
81E22C:	DA      	PHX 
81E22D:	AD0600  	LDA $0006
81E230:	8D0800  	STA $0008
81E233:	AD0200  	LDA $0002
81E236:	8D0A00  	STA $000A
81E239:	BD0010  	LDA $1000,x
81E23C:	2900FC  	AND #$FC00
81E23F:	0D0A00  	ORA $000A
81E242:	9D0010  	STA $1000,x
81E245:	E8      	INX 
81E246:	E8      	INX 
81E247:	EE0A00  	INC $000A
81E24A:	CE0800  	DEC $0008
81E24D:	D0EA    	BNE $E239
81E24F:	FA      	PLX 
81E250:	8A      	TXA 
81E251:	18      	CLC 
81E252:	694000  	ADC #$0040
81E255:	AA      	TAX 
81E256:	AD0200  	LDA $0002
81E259:	18      	CLC 
81E25A:	691000  	ADC #$0010
81E25D:	8D0200  	STA $0002
81E260:	CE0400  	DEC $0004
81E263:	D0C7    	BNE $E22C
81E265:	AB      	PLB 
81E266:	FA      	PLX 
81E267:	60      	RTS

8281F6:	8B      	PHB 
8281F7:	AEDD06  	LDX $06DD
8281FA:	ACE006  	LDY $06E0
8281FD:	ADDF06  	LDA $06DF
828200:	48      	PHA 
828201:	AB      	PLB 
828202:	C220    	REP #$20
828204:	F4E006  	PEA $06E0
828207:	2B      	PLD 
828208:	BD0000  	LDA $0000,x
82820B:	18      	CLC 
82820C:	6DE006  	ADC $06E0
82820F:	8D0000  	STA $0000
828212:	9CE006  	STZ $06E0
828215:	E220    	SEP #$20
828217:	E8      	INX 
828218:	E8      	INX 
828219:	BD0000  	LDA $0000,x
82821C:	8D0200  	STA $0002
82821F:	A908    	LDA #$08
828221:	8D0300  	STA $0003
828224:	E8      	INX 
828225:	0E0200  	ASL $0002
828228:	B009    	BCS $8233
82822A:	BD0000  	LDA $0000,x
82822D:	9700    	STA [$00],Y
82822F:	E8      	INX 
828230:	C8      	INY 
828231:	8030    	BRA $8263
828233:	BD0100  	LDA $0001,x
828236:	8D0400  	STA $0004
828239:	A9FF    	LDA #$FF
82823B:	EB      	XBA 
82823C:	BD0000  	LDA $0000,x
82823F:	E8      	INX 
828240:	E8      	INX 
828241:	C220    	REP #$20
828243:	8D0600  	STA $0006
828246:	DA      	PHX 
828247:	98      	TYA 
828248:	18      	CLC 
828249:	6D0600  	ADC $0006
82824C:	AA      	TAX 
82824D:	E220    	SEP #$20
82824F:	ADE206  	LDA $06E2
828252:	8B      	PHB 
828253:	48      	PHA 
828254:	AB      	PLB 
828255:	BD0000  	LDA $0000,x
828258:	9700    	STA [$00],Y
82825A:	E8      	INX 
82825B:	C8      	INY 
82825C:	CE0400  	DEC $0004
82825F:	D0F4    	BNE $8255
828261:	AB      	PLB 
828262:	FA      	PLX 
828263:	CC0000  	CPY $0000
828266:	F007    	BEQ $826F
828268:	CE0300  	DEC $0003
82826B:	D0B8    	BNE $8225
82826D:	80AA    	BRA $8219
82826F:	AB      	PLB 
828270:	6B      	RTL

828271:	C220    	REP #$20		fade color
828273:	AEFC06  	LDX $06FC
828276:	ACFE06  	LDY $06FE
828279:	A90100  	LDA #$0001
82827C:	8D0000  	STA $0000
82827F:	A91000  	LDA #$0010
828282:	8D0200  	STA $0002
828285:	BD0000  	LDA $0000,x
828288:	291F00  	AND #$001F
82828B:	8D0400  	STA $0004
82828E:	BD0000  	LDA $0000,x
828291:	29E003  	AND #$03E0
828294:	8D0600  	STA $0006
828297:	BD0000  	LDA $0000,x
82829A:	29007C  	AND #$7C00
82829D:	8D0800  	STA $0008
8282A0:	B90000  	LDA $0000,Y
8282A3:	291F00  	AND #$001F
8282A6:	CD0400  	CMP $0004
8282A9:	F009    	BEQ $82B4
8282AB:	B003    	BCS $82B0
8282AD:	1A      	INC A
8282AE:	8001    	BRA $82B1
8282B0:	3A      	DEC A
8282B1:	9C0000  	STZ $0000
8282B4:	8D0A00  	STA $000A
8282B7:	B90000  	LDA $0000,Y
8282BA:	29E003  	AND #$03E0
8282BD:	CD0600  	CMP $0006
8282C0:	F00F    	BEQ $82D1
8282C2:	B006    	BCS $82CA
8282C4:	18      	CLC 
8282C5:	692000  	ADC #$0020
8282C8:	8004    	BRA $82CE
8282CA:	38      	SEC 
8282CB:	E92000  	SBC #$0020
8282CE:	9C0000  	STZ $0000
8282D1:	0C0A00  	TSB $000A
8282D4:	B90000  	LDA $0000,Y
8282D7:	29007C  	AND #$7C00
8282DA:	CD0800  	CMP $0008
8282DD:	F00F    	BEQ $82EE
8282DF:	B006    	BCS $82E7
8282E1:	18      	CLC 
8282E2:	690004  	ADC #$0400
8282E5:	8004    	BRA $82EB
8282E7:	38      	SEC 
8282E8:	E90004  	SBC #$0400
8282EB:	9C0000  	STZ $0000
8282EE:	0C0A00  	TSB $000A
8282F1:	AD0A00  	LDA $000A
8282F4:	990000  	STA $0000,Y
8282F7:	E8      	INX 
8282F8:	E8      	INX 
8282F9:	C8      	INY 
8282FA:	C8      	INY 
8282FB:	CE0200  	DEC $0002
8282FE:	F003    	BEQ $8303
828300:	4C8582  	JMP $8285
828303:	E220    	SEP #$20
828305:	4E0000  	LSR $0000
828308:	6B      	RTL

######INPUT ##########
82931D:	B220    	LDA ($20)
82931F:	F003    	BEQ $9324
829321:	4C7D93  	JMP $937D
829324:	B24C    	LDA ($4C)
829326:	F004    	BEQ $932C
829328:	B25C    	LDA ($5C)
82932A:	8011    	BRA $933D
82932C:	ADD606  	LDA $06D6
82932F:	D005    	BNE $9336
829331:	AD2300  	LDA $0023		//pad
829334:	8003    	BRA $9339
829336:	AD2F00  	LDA $002F
829339:	8904    	BIT #$04
82933B:	D03E    	BNE $937B
82933D:	2901    	AND #$01
82933F:	F03A    	BEQ $937B
829341:	B224    	LDA ($24)
829343:	F005    	BEQ $934A
829345:	BD2100  	LDA $0021,X
829348:	D031    	BNE $937B
82934A:	BD1900  	LDA $0019,X
82934D:	D02C    	BNE $937B
82934F:	BD1100  	LDA $0011,X
829352:	D027    	BNE $937B
829354:	A00800  	LDY #$0008
829357:	B20A    	LDA ($0A)
829359:	F008    	BEQ $9363
82935B:	BD0900  	LDA $0009,X
82935E:	D01B    	BNE $937B
829360:	A01000  	LDY #$0010
829363:	8C0000  	STY $0000
829366:	C220    	REP #$20
829368:	B208    	LDA ($08)
82936A:	38      	SEC 
82936B:	ED0000  	SBC $0000
82936E:	A8      	TAY 
82936F:	E220    	SEP #$20
829371:	A9FF    	LDA #$FF
829373:	9178    	STA ($78),Y
829375:	A904    	LDA #$04
829377:	9220    	STA ($20)
829379:	8002    	BRA $937D
82937B:	18      	CLC 
82937C:	60      	RTS

######Migi INPUT#####
82937D:	A05E04  	LDY #$045E
829380:	ADD606  	LDA $06D6
829383:	F003    	BEQ $9388
829385:	A06A04  	LDY #$046A
829388:	B20A    	LDA ($0A)
82938A:	F009    	BEQ $9395
82938C:	B90000  	LDA $0000,Y
82938F:	18      	CLC 
829390:	6904    	ADC #$04
829392:	990000  	STA $0000,Y
829395:	B90400  	LDA $0004,Y
829398:	18      	CLC 
829399:	6904    	ADC #$04
82939B:	990400  	STA $0004,Y
82939E:	B90800  	LDA $0008,Y
8293A1:	18      	CLC 
8293A2:	6904    	ADC #$04
8293A4:	990800  	STA $0008,Y
8293A7:	B220    	LDA ($20)
8293A9:	3A      	DEC A
8293AA:	9220    	STA ($20)
8293AC:	D00A    	BNE $93B8
8293AE:	B208    	LDA ($08)
8293B0:	1A      	INC A
8293B1:	9208    	STA ($08)
8293B3:	E8      	INX 
8293B4:	38      	SEC 
8293B5:	4C7C93  	JMP $937C
8293B8:	4C7B93  	JMP $937B

8293BB:	B222    	LDA ($22)
8293BD:	F003    	BEQ $93C2
8293BF:	4C1B94  	JMP $941B
8293C2:	B24C    	LDA ($4C)
8293C4:	F004    	BEQ $93CA
8293C6:	B25C    	LDA ($5C)
8293C8:	8011    	BRA $93DB
8293CA:	ADD606  	LDA $06D6
8293CD:	D005    	BNE $93D4
8293CF:	AD2300  	LDA $0023
8293D2:	8003    	BRA $93D7
8293D4:	AD2F00  	LDA $002F
8293D7:	8904    	BIT #$04
8293D9:	D03E    	BNE $9419
8293DB:	2902    	AND #$02
8293DD:	F03A    	BEQ $9419
8293DF:	B224    	LDA ($24)
8293E1:	F005    	BEQ $93E8
8293E3:	BD1F00  	LDA $001F,X
8293E6:	D031    	BNE $9419
8293E8:	BD1700  	LDA $0017,X
8293EB:	D02C    	BNE $9419
8293ED:	BD0F00  	LDA $000F,X
8293F0:	D027    	BNE $9419
8293F2:	A00800  	LDY #$0008
8293F5:	B20A    	LDA ($0A)
8293F7:	F008    	BEQ $9401
8293F9:	BD0700  	LDA $0007,X
8293FC:	D01B    	BNE $9419
8293FE:	A01000  	LDY #$0010
829401:	8C0000  	STY $0000
829404:	C220    	REP #$20
829406:	B208    	LDA ($08)
829408:	38      	SEC 
829409:	ED0000  	SBC $0000
82940C:	A8      	TAY 
82940D:	E220    	SEP #$20
82940F:	A9FF    	LDA #$FF
829411:	9178    	STA ($78),Y
829413:	A904    	LDA #$04
829415:	9222    	STA ($22)
829417:	8002    	BRA $941B
829419:	18      	CLC 
82941A:	60      	RTS

82941B:	A05E04  	LDY #$045E
82941E:	ADD606  	LDA $06D6
829421:	F003    	BEQ $9426
829423:	A06A04  	LDY #$046A
829426:	B20A    	LDA ($0A)
829428:	F009    	BEQ $9433
82942A:	B90000  	LDA $0000,Y
82942D:	38      	SEC 
82942E:	E904    	SBC #$04
829430:	990000  	STA $0000,Y
829433:	B90400  	LDA $0004,Y
829436:	38      	SEC 
829437:	E904    	SBC #$04
829439:	990400  	STA $0004,Y
82943C:	B90800  	LDA $0008,Y
82943F:	38      	SEC 
829440:	E904    	SBC #$04
829442:	990800  	STA $0008,Y
829445:	B222    	LDA ($22)
829447:	3A      	DEC A
829448:	9222    	STA ($22)
82944A:	D00A    	BNE $9456
82944C:	B208    	LDA ($08)
82944E:	3A      	DEC A
82944F:	9208    	STA ($08)
829451:	CA      	DEX 
829452:	38      	SEC 
829453:	4C1A94  	JMP $941A
829456:	4C1994  	JMP $9419
829459:	B224    	LDA ($24)
82945B:	F003    	BEQ $9460
82945D:	4CC694  	JMP $94C6
829460:	B24C    	LDA ($4C)
829462:	D033    	BNE $9497
829464:	B2B2    	LDA ($B2)
829466:	3A      	DEC A
829467:	3019    	BMI $9482
829469:	92B2    	STA ($B2)
82946B:	ADD606  	LDA $06D6
82946E:	D005    	BNE $9475
829470:	AD2500  	LDA $0025
829473:	8003    	BRA $9478
829475:	AD3100  	LDA $0031
829478:	2904    	AND #$04
82947A:	F01B    	BEQ $9497
82947C:	A900    	LDA #$00
82947E:	92B2    	STA ($B2)
829480:	8020    	BRA $94A2
829482:	A900    	LDA #$00
829484:	92B2    	STA ($B2)
829486:	ADD606  	LDA $06D6
829489:	D005    	BNE $9490
82948B:	AD2100  	LDA $0021
82948E:	8003    	BRA $9493
829490:	AD2D00  	LDA $002D
829493:	2904    	AND #$04
829495:	D00B    	BNE $94A2
829497:	B21A    	LDA ($1A)
829499:	3A      	DEC A
82949A:	3006    	BMI $94A2
82949C:	921A    	STA ($1A)
82949E:	A900    	LDA #$00
8294A0:	8023    	BRA $94C5
8294A2:	221E9582	JSR $82951E
8294A6:	BD2000  	LDA $0020,X
8294A9:	D018    	BNE $94C3
8294AB:	B220    	LDA ($20)
8294AD:	F005    	BEQ $94B4
8294AF:	BD2100  	LDA $0021,X
8294B2:	D00F    	BNE $94C3
8294B4:	B222    	LDA ($22)
8294B6:	F005    	BEQ $94BD
8294B8:	BD1F00  	LDA $001F,X
8294BB:	D006    	BNE $94C3
8294BD:	A902    	LDA #$02
8294BF:	9224    	STA ($24)
8294C1:	8003    	BRA $94C6
8294C3:	A901    	LDA #$01
8294C5:	60      	RTS

######POWER UP#########
82AD07:	C8      	INY 
82AD08:	B12C    	LDA ($2C),Y
82AD0A:	88      	DEY 
82AD0B:	C905    	CMP #$05
82AD0D:	903A    	BCC $AD49
82AD0F:	ADD906  	LDA $06D9
82AD12:	C901    	CMP #$01
82AD14:	F00B    	BEQ $AD21
82AD16:	B286    	LDA ($86)
82AD18:	1A      	INC A
82AD19:	C903    	CMP #$03
82AD1B:	9026    	BCC $AD43
82AD1D:	A903    	LDA #$03
82AD1F:	8022    	BRA $AD43
82AD21:	C220    	REP #$20
82AD23:	7B      	TDC 
82AD24:	C9FC8A  	CMP #$8AFC
82AD27:	E220    	SEP #$20
82AD29:	D00D    	BNE $AD38
82AD2B:	B286    	LDA ($86)
82AD2D:	1A      	INC A
82AD2E:	CD8B07  	CMP $078B
82AD31:	9010    	BCC $AD43
82AD33:	AD8B07  	LDA $078B
82AD36:	800B    	BRA $AD43
82AD38:	B286    	LDA ($86)
82AD3A:	1A      	INC A
82AD3B:	CD8C07  	CMP $078C
82AD3E:	9003    	BCC $AD43
82AD40:	AD8C07  	LDA $078C
82AD43:	9286    	STA ($86)
82AD45:	2273AC82	JSR $82AC73
82AD49:	6B      	RTL
